Q53HV7	23583
Q9NPD5	28234
A0A024RAZ8	23583
B3KP78	28234
Q9GU23	37950
Q9W121	37950
Q08CU4	568416
F1QG85	556734
Q3YAA1	556734
E9QEB3	100007763
Q6GP55	444176
